play_id,game_id,posteam,home_team,away_team,week,game_date,field_goal_result,extra_point_result,two_point_conv_result,td_team,total_home_score,total_away_score,safety,touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,away_score,home_score
4162,2021_01_ARI_TEN,TEN,TEN,ARI,1,2021-09-12,,,,,13,38,0.0,0.0,0.0,0.0,0.0,38,13
4183,2021_01_ARI_TEN,TEN,TEN,ARI,1,2021-09-12,,,,,13,38,0.0,0.0,0.0,0.0,0.0,38,13
4204,2021_01_ARI_TEN,TEN,TEN,ARI,1,2021-09-12,,,,,13,38,0.0,0.0,0.0,0.0,0.0,38,13
4225,2021_01_ARI_TEN,TEN,TEN,ARI,1,2021-09-12,,,,,13,38,,,,,,38,13
1,2021_01_BAL_LV,,LV,BAL,1,2021-09-13,,,,,0,0,,,,,,27,33
40,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
55,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
77,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
106,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
127,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
148,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
169,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
193,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
228,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
250,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
272,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
305,2021_01_BAL_LV,LV,LV,BAL,1,2021-09-13,,,,,0,0,0.0,0.0,0.0,0.0,0.0,27,33
